pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
41723571	T4	gut microbes	Microbe	decreased_in	Crohn's disease	IBD_Outcome	individuals with Crohn's disease, but not in those with ulcerative colitis, have lower fecal levels of I3A and 4HBA, relative to non-inflammatory bowel disease controls	cohort	0.85	Direct observational comparison of ArA-producing capacity in CD vs. controls
34335508	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40779823	T1	gastrodin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	GAS exerts its protective effected in a manner closely related to the gut microbiota	animal	0.8	DSS mouse colitis model; gastrodin (GAS) is the primary bioactive component of G. elata extract
40779823	T2	gastrodin	Food	increases_abundance_of	Akkermansia muciniphila	Microbe	Analysis of 16S rRNA revealed GAS specifically enriched A. muciniphila populations	animal	0.85	DSS mouse model; 16S rRNA confirmed enrichment
39802282	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32206003	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32170938	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40555281	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40058701	T1	Lactobacillus fermentum	Food	decreases_marker	colitis	IBD_Outcome	significant reductions (P < 0.05) in body weight changes, disease activity index, intestinal damage... were observed in the treatment groups, especially LEV+DSS and LF+DSS. This study reveals that L fermentum alleviates colitis through modulation of the gut microbiota and reinforcement of the intestinal mucosal barrier	animal	0.8	DSS-induced colitis mouse model; L. fermentum administered as food supplement
40058701	T2	Lactobacillus fermentum extracellular vesicles	Food	increases_abundance_of	Akkermansia	Microbe	Linear discriminant analysis effect size analysis revealed... Akkermansia, Odoribacter, and Marvinbryantia species in the LEV+DSS group	animal	0.75	DSS mouse model; LEV treatment enriched these taxa
40058701	T3	Lactobacillus fermentum extracellular vesicles	Food	decreases_marker	colitis	IBD_Outcome	significant reductions (P < 0.05) in body weight changes, disease activity index, intestinal damage, and histology scores were observed in the treatment groups, especially LEV+DSS and LF+DSS	animal	0.8	DSS-induced colitis mouse model; L. fermentum extracellular vesicles administered as bioactive intervention
41475740	T1	resveratrol-loaded biotin-modified starch nanoparticles	Food	decreases_marker	ulcerative colitis	IBD_Outcome	the colon length of colitis mice treated with resveratrol-loaded BSNP increased by 25 % (P < 0.001) compared to that of untreated colitis mice. RES@BSNP can increase the relative abundance of beneficial gut microbiota such as Christensenellales and Lactobacillus and suppressing pro-inflammatory factor secretion, ultimately alleviating UC	animal	0.75	DSS-induced colitis mouse model; resveratrol nanoparticle formulation
41475740	T2	resveratrol-loaded biotin-modified starch nanoparticles	Food	increases_abundance_of	Christensenellales	Microbe	RES@BSNP can increase the relative abundance of beneficial gut microbiota such as Christensenellales and Lactobacillus	animal	0.75	Order Christensenellales; DSS colitis mouse model
41475740	T3	resveratrol-loaded biotin-modified starch nanoparticles	Food	increases_abundance_of	Lactobacillus	Microbe	RES@BSNP can increase the relative abundance of beneficial gut microbiota such as Christensenellales and Lactobacillus	animal	0.75	Genus Lactobacillus; DSS colitis mouse model
35697287	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33661643	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37548631	T1	Lactobacillus acidophilus LA85	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Compared with the UC model mice, L. acidophilus LA85-treated UC mice showed significant reductions in a variety of colitis symptoms, including weight loss, the DAI score, colon shortening, and colon tissue damage	animal	0.82	DSS-induced UC mouse model; probiotic supplementation
37548631	T2	Lactobacillus acidophilus LA85	Food	increases_abundance_of	Akkermansia	Microbe	L. acidophilus LA85-treated UC mice showed higher relative abundances of Akkermansia and Romboutsia than the UC model mice	animal	0.8	DSS UC mouse model
37548631	T3	Lactobacillus acidophilus LA85	Food	increases_abundance_of	Romboutsia	Microbe	L. acidophilus LA85-treated UC mice showed higher relative abundances of Akkermansia and Romboutsia than the UC model mice	animal	0.8	DSS UC mouse model
40866789	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
25581832	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30517639	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39843997	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40679055	T1	whole wheat sourdough bread	Food	decreases_marker	ulcerative colitis	IBD_Outcome	intake of whole wheat sourdough bread diets rather than wheat bread (WB) or whole wheat bread (WW) effectively restored liver morphology, normalized colon length, and lowered colonic oxidative stress	animal	0.8	DSS-induced colitis + high-fat diet rat model; sourdough bread fermented by Lactobacillus
40679055	T2	whole wheat sourdough bread	Food	increases_abundance_of	Oscillospiraceae	Microbe	the abundance of butyrate-producing bacteria, such as Oscillospiraceae and Butyricoccaceae, and Akkermansia, was enhanced after consuming whole wheat sourdough bread	animal	0.8	Butyrate-producing bacteria; DSS colitis-obesity rat model
40679055	T3	whole wheat sourdough bread	Food	increases_abundance_of	Akkermansia	Microbe	the abundance of butyrate-producing bacteria, such as Oscillospiraceae and Butyricoccaceae, and Akkermansia, was enhanced after consuming whole wheat sourdough bread	animal	0.8	DSS colitis-obesity rat model
40679055	T4	Lactobacillus crustorum	Microbe	produces	short chain fatty acid	Bioactive	a significantly higher content of short-chain fatty acids (SCFAs) was found in the feces for the two LAB-fermented sourdough groups	animal	0.75	LAB fermentation in sourdough; strain-dependent effect
40679055	T5	Lactobacillus fermentum	Microbe	produces	short chain fatty acid	Bioactive	a significantly higher content of short-chain fatty acids (SCFAs) was found in the feces for the two LAB-fermented sourdough groups	animal	0.75	LAB fermentation in sourdough; strain-dependent effect
35104755	T1	Zuo-Jin-Wan	Food	decreases_marker	ulcerative colitis	IBD_Outcome	UC symptoms in ZJW rats were significantly attenuated	animal	0.8	DSS-induced UC rat model; ZJW is a traditional Chinese medicine formulation
35104755	T2	Zuo-Jin-Wan	Food	increases_abundance_of	Bacteroides	Microbe	Specific enrichment of genus Bacteroides, Sutterella, Akkermansia and Roseburia	animal	0.75	DSS-induced UC rat model; single list of enriched taxa, extracted most emphasized primary genus
35104755	T3	Zuo-Jin-Wan	Food	increases_abundance_of	Roseburia	Microbe	Specific enrichment of genus Bacteroides, Sutterella, Akkermansia and Roseburia	animal	0.75	DSS-induced UC rat model; SCFA-producing bacterium, emphasized in same enrichment list
40952001	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39097746	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34693776	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35414032	T1	Lactobacillus plantarum	Microbe	produces	short chain fatty acid	Bioactive	enhanced the abundance of beneficial bacteria related to short-chain fatty acids (SCFAs) production	animal	0.75	DSS-induced mouse colitis model; L. plantarum associates with SCFA-producing bacteria
41959532	T1	Clostridium asparagiforme	Microbe	produces	deoxyaminopteroic acid	Bioactive	we identify Clostridium asparagiforme as a potent and efficient metabolizer of methotrexate, producing deoxyaminopteroic acid (DAMPA) in the distal gastrointestinal tract	mechanistic	0.85	Direct identification of microbial metabolite production of DAMPA from MTX metabolism
27622379	T1	probiotics	Food	increases_abundance_of	Lactobacillus	Microbe	probiotics (in a consortium of different species of Lactobacillus and Bifidobacterium)	cohort	0.75	Probiotic product explicitly contains Lactobacillus species; diverticular disease intervention
27622379	T2	probiotics	Food	increases_abundance_of	Bifidobacterium	Microbe	probiotics (in a consortium of different species of Lactobacillus and Bifidobacterium)	cohort	0.75	Probiotic product explicitly contains Bifidobacterium species; diverticular disease intervention
33604319	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31165961	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36821459	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37778980	T1	Bifidobacterium animalis subsp. lactis LKM512	Food	decreases_marker	inflammatory bowel disease	IBD_Outcome	LKM512 promoted the survival rate of the larvae, together with increased locomotor activities and body length. In addition, LKM512 treatment enhanced mucus secretion and alleviated intestinal injury	animal	0.8	DSS-induced IBD larval zebrafish model; probiotic strain treated as Food
37778980	T2	Bifidobacterium animalis subsp. lactis LKM512	Food	increases_abundance_of	Lachnospiraceae_NK4A136_group	Microbe	the abundance of beneficial bacteria, including the short-chain fatty-acids (SCFAs)-producing genera Lachnospiraceae_NK4A136_group, Muribaculaceae, and Alloprevotella, was increased by LKM512	animal	0.8	DSS zebrafish model; most emphasized SCFA-producing taxon
37778980	T3	Bifidobacterium animalis subsp. lactis LKM512	Food	decreases_abundance_of	Pseudomonas	Microbe	the abundance of harmful genera, such as Pseudomonas, Halomonas, and Escherichia-Shigella, was reduced by LKM512	animal	0.8	DSS zebrafish model; most emphasized harmful taxon
37778980	T4	Lachnospiraceae_NK4A136_group	Microbe	produces	short chain fatty acid	Bioactive	the short-chain fatty-acids (SCFAs)-producing genera Lachnospiraceae_NK4A136_group	mechanistic	0.85	Explicit SCFA production attribution
38450936	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33363049	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33819483	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40507757	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34155310	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41317572	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30920413	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35935130	T1	resveratrol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	the probiotic strain Ligilactobacillus salivarius Li01 (Li01) and the phytochemical prebiotic resveratrol (RSV) have synergistic effect in ameliorating colitis in mice. Oral coadministration of Li01 (10^9 CFU/d) and RSV (1.5 g/kg/d) promoted restoration of various inflammatory injuries	animal	0.8	DSS-induced colitis mouse model; resveratrol characterized as phytochemical/prebiotic food-derived compound
35935130	T2	Ligilactobacillus salivarius Li01	Microbe	produces	short chain fatty acid	Bioactive	the combination treatment was found to alter the composition and metabolism of the gut microbiota, especially influencing the production of short chain fatty acids	animal	0.75	DSS colitis mouse model; SCFA production explicitly mentioned
35935130	T3	dihydroresveratrol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	An increased DHR/RSV ratio was confirmed to activate AHR and contribute to an enhanced anti-inflammatory effect. DHR is considered as a potential AHR ligand... leading to amelioration of colitis in mice	animal	0.75	DHR is a metabolite of resveratrol; demonstrated to ameliorate colitis via AHR pathway
32329478	T1	Lactobacillus rhamnosus with inulin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	L. rhamnosus 1.0320 combined with inulin can alleviate DSS-induced colitis, reduce the Disease Activity Index (DAI) score of the pathological damage of colon tissue	animal	0.8	DSS-induced colitis mouse model; combination of probiotic and prebiotic
32329478	T2	inulin	Food	increases_abundance_of	beneficial bacteria	Microbe	The combination of L. rhamnosus 1.0320 and inulin can increase the abundance and diversity of intestinal flora, and increase the content of beneficial bacteria	animal	0.75	DSS mouse model; beneficial bacteria mentioned generically but not specifically named
27684270	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41822715	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40776401	T1	Akkermansia muciniphila	Microbe	produces	N-acetylspermidine	Bioactive	A. muciniphila-derived N-acetylspermidine upregulated α1,2-fucosylation	mechanistic	0.85	Direct metabolite production by A. muciniphila; mechanistic pathway study
37859616	T1	Dracocephalum moldavica L. extract	Food	decreases_marker	ulcerative colitis	IBD_Outcome	DML extract ameliorated UC by improving disease activity index, weight loss, colon length, and histological scoring	animal	0.8	DSS-induced chronic colitis rat model
37859616	T2	Dracocephalum moldavica L. extract	Food	increases_abundance_of	Lactobacillus	Microbe	DML extract administration also enhanced the count of Lactobacillus	animal	0.8	DSS colitis rat model
37859616	T3	Dracocephalum moldavica L. extract	Food	decreases_abundance_of	Romboutsia	Microbe	and reduced the count of Romboutsia	animal	0.8	DSS colitis rat model
